id,retweetCount,replyCount,likeCount,quoteCount,createdAt,isRetweet,isReply,isQuote
1799671986584730000,0,0,0,0,Sun Jun 09 05:16:52 +0000 2024,false,false,false
1799583550196330000,0,0,5,0,Sat Jun 08 23:25:27 +0000 2024,false,false,true
1799938576546980000,1,1,2,0,Sun Jun 09 22:56:12 +0000 2024,false,false,true
1799938556628290000,15,12,326,34,Sun Jun 09 22:56:07 +0000 2024,false,false,false
1799938409408210000,0,0,0,0,Sun Jun 09 22:55:32 +0000 2024,false,false,false
1799938249395490000,0,0,1,0,Sun Jun 09 22:54:54 +0000 2024,false,false,false
1799938036181950000,11,2,57,1,Sun Jun 09 22:54:03 +0000 2024,false,false,false
1799937828522200000,0,1,3,0,Sun Jun 09 22:53:14 +0000 2024,false,false,false
1799937611924120000,0,0,0,0,Sun Jun 09 22:52:22 +0000 2024,false,false,false
1799937087380300000,0,1,16,0,Sun Jun 09 22:50:17 +0000 2024,false,false,false
1799937069701280000,0,0,0,0,Sun Jun 09 22:50:13 +0000 2024,false,false,false
